KCD코드,산정특례코드,항목분류,질환명(한글),질환명(영문),검사기준(신규등록기준),검사항목(신규등록기준),필수검사조합(신규등록기준),검사기준(재등록기준),검사항목(재등록기준),필수검사조합(재등록기준)
G35,V022,신경계통의 질환,뇌간(∼의) 다발경화증,Multiple sclerosis (of) brain stem,"o 24시간 이상 지속되는 중추신경계 (대뇌, 소뇌, 뇌간, 시신경, 척수 등)의 신경학적 장애가 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI나 CT에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때
o 상기 소견을 만족하면서, 
 (1) 상기 증상이 1개월 이상의 간격을 두고 1회 이상 재발한 경우이거나
 (2) 상기 증상이 1년 이상 지속적으로 악화되는 경우이거나
 (3) 상기 증상이 처음 발생한 경우에는, MRI에서 2개 또는 그 이상의 다발성경화증을 시사하는 병소가 관찰 될 때, 또는 특징적인 뇌척수액검사 소견을 보이거나 (IgG index 증가, CSF oligoclonal band 양성) VEP 소견을 보이는 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 임상진단, 시각유발전위검사) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 MRI 확인 또는 의료진의 임상소견에 따라 등록","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)"
G35,V022,신경계통의 질환,다발경화증,Multiple sclerosis,"o 24시간 이상 지속되는 중추신경계 (대뇌, 소뇌, 뇌간, 시신경, 척수 등)의 신경학적 장애가 있으면서, 이에 부합되는 탈수초성 혹은 염증성 병변이 MRI나 CT에서 확인되고, 종양, 감염, 혈관질환 등의 다른 설명 가능한 질환이 배제되었을 때
o 상기 소견을 만족하면서, 
 (1) 상기 증상이 1개월 이상의 간격을 두고 1회 이상 재발한 경우이거나
 (2) 상기 증상이 1년 이상 지속적으로 악화되는 경우이거나
 (3) 상기 증상이 처음 발생한 경우에는, MRI에서 2개 또는 그 이상의 다발성경화증을 시사하는 병소가 관찰 될 때, 또는 특징적인 뇌척수액검사 소견을 보이거나 (IgG index 증가, CSF oligoclonal band 양성) VEP 소견을 보이는 경우","영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사","(영상검사, 임상진단) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단) 또는 (영상검사, 임상진단, 시각유발전위검사) 또는 (영상검사, 특수생화학/면역학·도말/배양검사, 임상진단, 시각유발전위검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 MRI 확인 또는 의료진의 임상소견에 따라 등록","영상검사, 임상진단","(임상진단) 또는 (영상검사, 임상진단)"
G31.88,V900,신경계통의 질환,아이카디-구티에레스 증후군,Aicardi-Goutieres Syndrome,"(진단기준) 
신생아기 특징적 임상 증상, 동반 기형 여부 확인을 위한 영상 검사, 유전자 검사

(검사항목)
임상 증상, Brain MRI, TREX1, RNASEH2A, RNASEH2B, RNASEH2C,  SAMHD1  유전자 검사","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","(진단기준) 
신생아기 특징적 임상 증상, 동반 기형 여부 확인을 위한 영상 검사

(검사항목)
임상 증상, Brain MRI","영상검사, 임상진단","(영상검사, 임상진단)"
G31.81,V208,신경계통의 질환,아급성 괴사성 뇌병증[리이],Subacute necrotizing encephalopathy[Leigh],"o 정신운동 지체, 발작, 안구 진탕 등 다양한 임상 증상 가능
o 대칭적인 뇌손상 영상 소견 
o 유전자 이상 (유전자 검사에서 이상소견이 나오지 않더라도 임상적 판단으로 진단 가능)
o 혈액, 뇌척수액, 혹은 소변에서 Lactic acidosis 소견 (이상 없어도 임상적 판단으로 진단 가능)","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G25.8,V900,신경계통의 질환,강직인간증후군,Stiff-person[man] syndrome,임상적 전기생리학적으로 합당하며 antiGAD 항체 양성 ,"특수생화학/면역학·도말/배양검사, 임상진단, 근전도검사","(특수생화학/면역학·도말/배양검사, 임상진단, 근전도검사)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G24.8,V900,신경계통의 질환,돌발성 운동유발 이상운동,Paroxysmal kinesigenic dyskinesia[PKD],"  진단기준: 다른 기질적 질환은 배제되고 신경학적 진찰은 정상, 임상 증상으로 진단, PRRT2 유전자 등의 돌연변이 발견 
o 영상검사: X–ray, CT, MRI
o 임상증상:
(1) 운동, 놀람, 과호흡, 긴장 등의 유발원인에 의해 근강직, 이상운동, 과긴장 등이 발생 (2)  증상 지속 시간이 1분 이내; (3) 통증이나 의식소실이 없음 (4) 다른 기질적 질환은 배제되고 신경학적 진찰은 정상 (5) 카바마제핀, 오스카바제핀, 레비트라세탐, 페니토인 등의 다양한 항뇌전증 약제 중 중 2가지 이상 약제에도 조절되지 않는 중증 이상 운동 (6) 가족력이 없는 경우 발병연령이 1세에서 20세
o 유전자 검사: PRRT2 유전자 등","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초등록과 동일하며, 5년 이후 재등록필요하다 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G23.8,V900,신경계통의 질환,파르병,Fahr’s Disease,"o 뇌영상 검사(CT or MRI)에서 다른 원인(감염, 독성물질 노출, 외상, 생화학검사 이상)으로 설명이 안되는 양측성 석회침착이 확인되는 경우
o 원인 유전자 변이(SLC20A2, PDGFB, PDGFRB, XPR1, MYORG 등)가 발견되거나 점차 진행하는 운동/신경정신 증상이 동반되는 경우","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사) 또는 (영상검사, 임상진단)","최초등록과 동일하며, 5년이후 재등록필요하다 사료될 경우 영상검사 및 의료진의 임상소견으로 등록","영상검사, 임상진단","(영상검사, 임상진단)"
G23.1,V190,신경계통의 질환,진행성 핵상안근마비 [스틸-리차드슨-올스제위스키],Progressive supranuclear ophthalmoplegia [Steele-Richardson-Olszewski],"o 경증(mild) 이상의 서동(bradykinesia)이 반드시 있어야 하고(즉, UPDRS의 서동 항목 당 2 점이상), 이에 더해서 근 경축(muscular rigidity), 안정 진전(rest tremor), 그리고 직립자세 불안정(postural instability) 중, 적어도 한가지 이상 있으면 ‘파킨슨 증’(parkinsonism)이 있다고 진단함
o 이러한 ‘파킨슨 증’이 뇌경색, 약물 부작용, 두부 외상, 뇌염, 저산소증에 의한 뇌손상 등으로 기인한 것이 아님을 확인해야 함
o 40세 이후에 발병하여 서서히 진행하는 양상의 질환으로 Vertical supranuclear palsy 혹은 vertical saccade slowing 및 자세불안정에 의한 넘어짐이 동반되는 경우 진단함","영상검사, 임상진단","(영상검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G23.0,V257,신경계통의 질환,색소성 담창구변성,Pigmentary pallidal degeneration,"o 서서히 진행하는 이상운동 질환 및 인지기능 장애가 있음 
o 뇌자기공명 영상(T2 weighted image) 에서 기저핵의 철분의 침착을 시사하는 소견이 확인됨
o 여러가지 유전자 이상에 의한 질환이므로 유전자 이상이 발견될 수도 있고 없을 수도 있으며 유전자 이상이 발견되면 확진 가능함","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G23.0,V257,신경계통의 질환,할러포르덴-스파츠병,Hallervorden-Spatz disease,"o 소아청소년기에 발생하여 서서히 진행하는 운동, 추체로, 추체외로증상 및 인지기능장애를 보이면서, MRI(T2)에서 추체외로증상의 특징적인 소견(pallidum 부위에 ""eye of the tiger"" sign)이 확인되어야 함
o PANK2 (pantothenate kinase 2) gene mutation이 발견되면 진단에 도움이 될 수 있음","영상검사, 유전학검사, 임상진단","(영상검사, 유전학검사, 임상진단)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다고 사료될 경우 의료진의 임상소견만으로 등록",임상진단,(임상진단)
G12.9,V123,신경계통의 질환,상세불명의 척수성 근위축,"Spinal muscular atrophy, unspecified",진행성의 근육 위축증이 있는 환자 중 다른 질환으로 분류가 어려운 경우,"임상진단, 근전도검사","(임상진단, 근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 근전도검사로 확인하여 등록","임상진단, 근전도검사","(임상진단, 근전도검사)"
G12.8,V123,신경계통의 질환,기타 척수성 근위축 및 관련 증후군,Other spinal muscular atrophies and related syndromes,"감각 증상 없이 진행성 위약을 보이는 운동신경원질환으로 근전도검사에서 범발성 탈신경소견이 확인되나, 유전자 이상이 증명되지 않은 경우 진단함","임상진단, 근전도검사","(임상진단, 근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 근전도검사로 확인하여 등록","임상진단, 근전도검사","(임상진단, 근전도검사)"
G12.2,V123,신경계통의 질환,"운동신경세포병(단, 기타 및 상세불명의 운동신경세포병(G12.28)은 제외)",Motor neuron disease,"o 서서히 진행하는 근위약 및 근위축이 있으며 진찰상 위운동신경세포병터와 아래운동신경세포병터 소견을 보이고 근전도검사상 탈신경소견(neurogenic change)를 확인한 경우 진단함
o 단, 병의 초기나 병의 경과중에 위운동신경세포병터를 관찰하기 어려운 경우가 존재하므로, 특징적인 진행성 근위약과 근위축이 있는 경우에는 근전도검사상 neurogenic change에 합당하면 진단함","임상진단, 근전도검사","(임상진단, 근전도검사)","최초 등록과 동일하며, 5년 이후 재등록이 필요하다 사료될 경우 의료진의 임상소견과 근전도검사로 확인하여 등록","임상진단, 근전도검사","(임상진단, 근전도검사)"
G12.1,V123,신경계통의 질환,원위 척수성 근위축,Distal spinal muscular atrophy,일반적인 distal muscular atrophy와는 달리 poximal muscles이 아닌 distal muscle의 weakness와 atrophy를 보이는 질환으로 근전도검사상 motor neuron의 질환을 시사하는 소견을 확인해야함,"임상진단, 근전도검사","(임상진단, 근전도검사)",일반적인 distal muscular atrophy와는 달리 poximal muscles이 아닌 distal muscle의 weakness와 atrophy를 보이는 질환으로 근전도검사상 motor neuron의 질환을 시사하는 소견을 확인해야함,"임상진단, 근전도검사","(임상진단) 또는 (임상진단, 근전도검사)"
G12.1,V123,신경계통의 질환,"소아형, Ⅱ형 척수성 근위축","Childhood form, type Ⅱ spinal muscular atrophy","o History : impaired motor development or the loss of motor skills
o Physical examination: predominant proximal weakness. hypotonia, and absent deep tendon reflexes
o Age of onset: birth to 6~18 month
o Course; sits independently, life expectancy into the 20s or 30s
o Autosomal recessive disorder 또는 sporadic
o 유전학검사로 확진되는 경우","유전학검사, 임상진단","(유전학검사, 임상진단)","o History : impaired motor development or the loss of motor skills
o Physical examination: predominant proximal weakness. hypotonia, and absent deep tendon reflexes
o Age of onset: birth to 6~18 month
o Course; sits independently, life expectancy into the 20s or 30s
o Autosomal recessive disorder 또는 sporadic",임상진단,(임상진단)
G12.1,V123,신경계통의 질환,어깨종아리형 척수성 근위축,Scapuloperoneal form spinal muscular atrophy,"o Onset과 course는 variable함
o Scapuloperonel distribution의 근력쇠약을 보임
o 근전도검사상 neurogenic change를 보임","임상진단, 근전도검사","(임상진단, 근전도검사)","o Onset과 course는 variable함
o Scapuloperonel distribution의 근력쇠약을 보임
o 근전도검사상 neurogenic change를 보임","임상진단, 근전도검사","(임상진단) 또는 (임상진단, 근전도검사)"
